SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_10	Other	9741	11279	-
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_11	ARGs	11296	12468	-
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_12	Other	12595	13125	-
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_13	Other	13216	13551	-
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_14	Other	13541	14278	-
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_15	Other	14402	15586	-
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_16	Other	15778	16770	-
SRR5431716_bin.2_k141_783_11	SRR5431716_bin.2_k141_783_17	Other	16827	17891	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_7	Other	6745	8301	+
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_8	Other	8451	8966	+
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_9	MGEs	9103	9561	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_10	Other	9741	11279	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_11	Other	11296	12468	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_12	ARGs	12595	13125	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_13	Other	13216	13551	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_14	Other	13541	14278	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_15	Other	14402	15586	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_16	Other	15778	16770	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_17	Other	16827	17891	-
SRR5431716_bin.2_k141_783_12	SRR5431716_bin.2_k141_783_18	Other	17884	19086	-
